_id,operator_registration_number,postal_code,ward_number,ward_name
450223,STR-2101-JCHKVM,M3J,7,Humber River-Black Creek
450224,STR-2101-FHRXVB,M6P,4,Parkdale-High Park
450225,STR-2101-FQXXVC,M3H,6,York Centre
450226,STR-2101-FYDXVD,M4Y,13,Toronto Centre
450227,STR-2101-GGKXVF,M6R,4,Parkdale-High Park
450228,STR-2101-GPRXVG,M1J,21,Scarborough Centre
450229,STR-2101-GWXXVH,M4C,19,Beaches-East York
450230,STR-2101-HFDXVJ,M3J,6,York Centre
450231,STR-2101-HMKXVK,M4S,12,Toronto-St. Paul's
450232,STR-2101-HVRXVL,M5J,10,Spadina-Fort York
450233,STR-2101-JCXXVM,M5V,10,Spadina-Fort York
450234,STR-2101-FRPKVC,M5S,13,Toronto Centre
450235,STR-2101-FYVKVD,M6P,4,Parkdale-High Park
450236,STR-2101-GHBKVF,M6J,10,Spadina-Fort York
450237,STR-2101-GQHKVG,M6G,11,University-Rosedale
450238,STR-2101-GXPKVH,M5T,10,Spadina-Fort York
450239,STR-2101-HPBKVK,M2N,18,Willowdale
450240,STR-2101-HWHKVL,M5J,10,Spadina-Fort York
450241,STR-2101-JDPKVM,M9R,2,Etobicoke Centre
450242,STR-2101-FJXXVB,M5J,10,Spadina-Fort York
450243,STR-2101-FSDXVC,M4W,11,University-Rosedale
450244,STR-2101-FZKXVD,M4P,15,Don Valley West
450245,STR-2101-GHRXVF,M5V,10,Spadina-Fort York
450246,STR-2101-GQXXVG,M5J,10,Spadina-Fort York
450247,STR-2101-GYDXVH,M4B,20,Scarborough Southwest
450248,STR-2101-HPRXVK,M4J,14,Toronto-Danforth
450249,STR-2101-HWXXVL,M1L,20,Scarborough Southwest
450250,STR-2101-JFDXVM,M5V,10,Spadina-Fort York
450251,STR-2101-FKPKVB,M1G,24,Scarborough-Guildwood
450252,STR-2101-FSVKVC,M6J,10,Spadina-Fort York
450253,STR-2101-GBBKVD,M5V,10,Spadina-Fort York
450254,STR-2101-GJHKVF,M5V,10,Spadina-Fort York
450255,STR-2101-GRPKVG,M1M,20,Scarborough Southwest
450256,STR-2101-GYVKVH,M5V,10,Spadina-Fort York
450257,STR-2101-HHBKVJ,M1B,25,Scarborough-Rouge Park
450258,STR-2101-HQHKVK,M4E,19,Beaches-East York
450259,STR-2101-HXPKVL,M5V,10,Spadina-Fort York
450260,STR-2101-JFVKVM,M4S,12,Toronto-St. Paul's
450261,STR-2101-GBRXVD,M5V,10,Spadina-Fort York
450262,STR-2109-HGTHHJ,M2R,18,Willowdale
450263,STR-2101-GJXXVF,M6K,10,Spadina-Fort York
450264,STR-2101-GZKXVH,M5H,10,Spadina-Fort York
450265,STR-2101-HHRXVJ,M4W,11,University-Rosedale
450266,STR-2101-HYDXVL,M4E,19,Beaches-East York
450267,STR-2101-JGKXVM,M5J,10,Spadina-Fort York
450268,STR-2101-FLWRVC,M4L,19,Beaches-East York
450269,STR-2101-FVCRVD,M4P,12,Toronto-St. Paul's
450270,STR-2101-GCJRVF,M5J,10,Spadina-Fort York
450271,STR-2101-GKQRVG,M5B,13,Toronto Centre
450272,STR-2101-HBCRVJ,M4J,14,Toronto-Danforth
450273,STR-2101-HRQRVL,M6R,4,Parkdale-High Park
450274,STR-2101-HYWRVM,M5V,10,Spadina-Fort York
450275,STR-2101-FMMDVC,M6J,9,Davenport
450276,STR-2101-FVTDVD,M5V,10,Spadina-Fort York
450277,STR-2101-GCZDVF,M6J,10,Spadina-Fort York
450278,STR-2101-GLGDVG,M5J,10,Spadina-Fort York
450279,STR-2101-GTMDVH,M5V,10,Spadina-Fort York
450280,STR-2101-HBTDVJ,M2R,6,York Centre
450281,STR-2101-HJZDVK,M1N,20,Scarborough Southwest
450282,STR-2101-HSGDVL,M9M,7,Humber River-Black Creek
450283,STR-2101-HZMDVM,M6K,4,Parkdale-High Park
450284,STR-2101-FFWRVB,M5J,10,Spadina-Fort York
450285,STR-2101-FPCRVC,M2N,18,Willowdale
450286,STR-2101-FWJRVD,M4X,13,Toronto Centre
450287,STR-2101-GDQRVF,M5B,13,Toronto Centre
450288,STR-2101-GVCRVH,M6K,9,Davenport
450289,STR-2101-HCJRVJ,M6N,5,York South-Weston
450290,STR-2101-HKQRVK,M1G,24,Scarborough-Guildwood
450291,STR-2101-HSWRVL,M3A,16,Don Valley East
450292,STR-2101-JBCRVM,M4Y,13,Toronto Centre
450293,STR-2101-FGMDVB,M1L,20,Scarborough Southwest
450294,STR-2101-FWZDVD,M1S,23,Scarborough North
450295,STR-2101-GFGDVF,M5J,10,Spadina-Fort York
450296,STR-2101-GMMDVG,M2N,18,Willowdale
450297,STR-2101-GVTDVH,M5V,10,Spadina-Fort York
450298,STR-2101-HCZDVJ,M5C,13,Toronto Centre
450299,STR-2101-HLGDVK,M6N,5,York South-Weston
450300,STR-2101-HTMDVL,M6G,11,University-Rosedale
450301,STR-2101-JBTDVM,M6L,5,York South-Weston
450302,STR-2101-FHCRVB,M5S,11,University-Rosedale
450303,STR-2101-FXQRVD,M5R,11,University-Rosedale
450304,STR-2101-GPCRVG,M6G,11,University-Rosedale
450305,STR-2101-GWJRVH,M5V,10,Spadina-Fort York
450306,STR-2101-HDQRVJ,M1H,24,Scarborough-Guildwood
450307,STR-2101-HLWRVK,M3A,16,Don Valley East
450308,STR-2101-HVCRVL,M4B,19,Beaches-East York
450309,STR-2101-JCJRVM,M5V,10,Spadina-Fort York
450310,STR-2101-FHTDVB,M2M,18,Willowdale
450311,STR-2101-FQZDVC,M6E,9,Davenport
450312,STR-2101-GGMDVF,M1C,25,Scarborough-Rouge Park
450313,STR-2101-GPTDVG,M6S,4,Parkdale-High Park
450314,STR-2101-GWZDVH,M9W,1,Etobicoke North
450315,STR-2101-HFGDVJ,M5J,10,Spadina-Fort York
450316,STR-2101-HMMDVK,M5V,10,Spadina-Fort York
450317,STR-2101-HVTDVL,M3H,6,York Centre
450318,STR-2101-FJJRVB,M1J,21,Scarborough Centre
450319,STR-2101-FRQRVC,M5J,10,Spadina-Fort York
450320,STR-2101-FYWRVD,M5J,10,Spadina-Fort York
450321,STR-2101-GHCRVF,M1L,20,Scarborough Southwest
450322,STR-2101-GQJRVG,M8Z,3,Etobicoke-Lakeshore
450323,STR-2101-GXQRVH,M4L,19,Beaches-East York
450324,STR-2101-HFWRVJ,M5V,10,Spadina-Fort York
450325,STR-2101-HPCRVK,M5V,10,Spadina-Fort York
450326,STR-2101-HWJRVL,M6G,12,Toronto-St. Paul's
450327,STR-2101-JDQRVM,M5S,13,Toronto Centre
450328,STR-2101-FSGDVC,M5V,10,Spadina-Fort York
450329,STR-2101-FZMDVD,M4H,15,Don Valley West
450330,STR-2101-GHTDVF,M4L,19,Beaches-East York
450331,STR-2101-GQZDVG,M6K,10,Spadina-Fort York
450332,STR-2101-GYGDVH,M6J,10,Spadina-Fort York
450333,STR-2101-HPTDVK,M9C,2,Etobicoke Centre
450334,STR-2101-JFGDVM,M6R,4,Parkdale-High Park
450335,STR-2101-FKQRVB,M4L,14,Toronto-Danforth
450336,STR-2101-FSWRVC,M5J,10,Spadina-Fort York
450337,STR-2101-GBCRVD,M5B,13,Toronto Centre
450338,STR-2101-GJJRVF,M5J,10,Spadina-Fort York
450339,STR-2101-GRQRVG,M5H,10,Spadina-Fort York
450340,STR-2101-GYWRVH,M6H,9,Davenport
450341,STR-2101-HQJRVK,M5J,10,Spadina-Fort York
450342,STR-2101-HXQRVL,M2N,18,Willowdale
450343,STR-2101-JFWRVM,M6K,4,Parkdale-High Park
450344,STR-2101-FLGDVB,M2N,18,Willowdale
450345,STR-2101-FTMDVC,M5A,13,Toronto Centre
450346,STR-2101-GBTDVD,M5J,10,Spadina-Fort York
450347,STR-2101-GSGDVG,M6P,9,Davenport
450348,STR-2101-GZMDVH,M5V,10,Spadina-Fort York
450349,STR-2101-HQZDVK,M5V,10,Spadina-Fort York
450350,STR-2101-HYGDVL,M5J,10,Spadina-Fort York
450351,STR-2101-JGMDVM,M5J,10,Spadina-Fort York
450352,STR-2101-FDRXVB,M6S,4,Parkdale-High Park
450353,STR-2101-GCKXVF,M8Z,3,Etobicoke-Lakeshore
450354,STR-2101-GKRXVG,M4P,12,Toronto-St. Paul's
450355,STR-2101-HBDXVJ,M5B,13,Toronto Centre
450356,STR-2101-HJKXVK,M5V,10,Spadina-Fort York
450357,STR-2101-FFHKVB,M3J,7,Humber River-Black Creek
450358,STR-2101-FMPKVC,M5V,10,Spadina-Fort York
450359,STR-2101-FVVKVD,M5J,10,Spadina-Fort York
450360,STR-2101-GDBKVF,M5J,10,Spadina-Fort York
450361,STR-2101-GLHKVG,M6K,10,Spadina-Fort York
450362,STR-2101-HSHKVL,M6N,5,York South-Weston
450363,STR-2101-HZPKVM,M5R,11,University-Rosedale
450364,STR-2101-FPDXVC,M5V,10,Spadina-Fort York
450365,STR-2101-FWKXVD,M4L,14,Toronto-Danforth
450366,STR-2101-GDRXVF,M3H,6,York Centre
450367,STR-2101-GLXXVG,M4L,19,Beaches-East York
450368,STR-2101-GVDXVH,M5V,10,Spadina-Fort York
450369,STR-2101-HCKXVJ,M6C,12,Toronto-St. Paul's
450370,STR-2101-HSXXVL,M5R,11,University-Rosedale
450371,STR-2101-JBDXVM,M4S,15,Don Valley West
450372,STR-2101-FPVKVC,M4K,14,Toronto-Danforth
450373,STR-2101-GFHKVF,M8W,3,Etobicoke-Lakeshore
450374,STR-2101-GMPKVG,M6R,4,Parkdale-High Park
450375,STR-2101-GVVKVH,M6G,11,University-Rosedale
450376,STR-2101-HLHKVK,M5T,10,Spadina-Fort York
450377,STR-2101-HTPKVL,M1B,25,Scarborough-Rouge Park
450378,STR-2101-JBVKVM,M4C,19,Beaches-East York
450379,STR-2101-FHDXVB,M6P,9,Davenport
450380,STR-2101-FQKXVC,M5B,13,Toronto Centre
450381,STR-2101-FXRXVD,M4Y,13,Toronto Centre
450382,STR-2101-GFXXVF,M5V,10,Spadina-Fort York
450383,STR-2101-GPDXVG,M5J,10,Spadina-Fort York
450384,STR-2101-HDRXVJ,M2N,18,Willowdale
450385,STR-2101-HLXXVK,M6J,9,Davenport
450386,STR-2101-HVDXVL,M2J,17,Don Valley North
450387,STR-2101-FHVKVB,M5V,10,Spadina-Fort York
450388,STR-2101-FYHKVD,M5V,10,Spadina-Fort York
450389,STR-2101-GGPKVF,M5V,10,Spadina-Fort York
450390,STR-2101-GPVKVG,M5V,10,Spadina-Fort York
450391,STR-2101-GXBKVH,M5V,10,Spadina-Fort York
450392,STR-2101-HFHKVJ,M5V,10,Spadina-Fort York
450393,STR-2101-HMPKVK,M5V,10,Spadina-Fort York
450394,STR-2101-JDBKVM,M4W,11,University-Rosedale
450395,STR-2101-FJKXVB,M5V,10,Spadina-Fort York
450396,STR-2101-FYXXVD,M6K,4,Parkdale-High Park
450397,STR-2101-GHDXVF,M4E,19,Beaches-East York
450398,STR-2101-GQKXVG,M8Y,3,Etobicoke-Lakeshore
450399,STR-2101-HPDXVK,M1V,23,Scarborough North
450400,STR-2101-HWKXVL,M5V,10,Spadina-Fort York
450401,STR-2101-JDRXVM,M5T,11,University-Rosedale
450402,STR-2101-FKBKVB,M1B,25,Scarborough-Rouge Park
450403,STR-2101-FSHKVC,M4Y,13,Toronto Centre
450404,STR-2101-FZPKVD,M5B,11,University-Rosedale
450405,STR-2101-GYHKVH,M5V,10,Spadina-Fort York
450406,STR-2101-HGPKVJ,M4S,12,Toronto-St. Paul's
450407,STR-2101-HPVKVK,M4B,19,Beaches-East York
450408,STR-2101-HXBKVL,M5V,10,Spadina-Fort York
450409,STR-2101-FKRXVB,M4M,14,Toronto-Danforth
450410,STR-2101-FSXXVC,M5V,10,Spadina-Fort York
450411,STR-2101-GBDXVD,M8V,3,Etobicoke-Lakeshore
450412,STR-2101-GJKXVF,M2L,15,Don Valley West
450413,STR-2101-GRRXVG,M6G,11,University-Rosedale
450414,STR-2101-GYXXVH,M5R,11,University-Rosedale
450415,STR-2101-HHDXVJ,M5J,10,Spadina-Fort York
450416,STR-2101-HQKXVK,M5V,10,Spadina-Fort York
450417,STR-2101-HXRXVL,M5R,11,University-Rosedale
450418,STR-2101-JFXXVM,M1K,21,Scarborough Centre
450419,STR-2101-FLHKVB,M9C,2,Etobicoke Centre
450420,STR-2101-FTPKVC,M5V,10,Spadina-Fort York
450421,STR-2101-GBVKVD,M8W,3,Etobicoke-Lakeshore
450422,STR-2101-GKBKVF,M4Y,13,Toronto Centre
450423,STR-2101-GSHKVG,M1G,24,Scarborough-Guildwood
450424,STR-2101-GZPKVH,M6C,12,Toronto-St. Paul's
450425,STR-2101-HHVKVJ,M1M,24,Scarborough-Guildwood
450426,STR-2101-HRBKVK,M8V,3,Etobicoke-Lakeshore
450427,STR-2101-HYHKVL,M6J,9,Davenport
450428,STR-2101-JGPKVM,M6J,10,Spadina-Fort York
450429,STR-2101-FDTDVB,M4X,13,Toronto Centre
450430,STR-2101-FLZDVC,M5V,10,Spadina-Fort York
450431,STR-2101-FVGDVD,M6G,11,University-Rosedale
450432,STR-2101-GKTDVG,M6K,10,Spadina-Fort York
450433,STR-2101-HJMDVK,M4L,14,Toronto-Danforth
450434,STR-2101-HRTDVL,M5B,13,Toronto Centre
450435,STR-2101-FFJRVB,M5V,10,Spadina-Fort York
450436,STR-2102-FVWRVD,M5R,11,University-Rosedale
450437,STR-2102-GDCRVF,M3M,6,York Centre
450438,STR-2102-GLJRVG,M5V,10,Spadina-Fort York
450439,STR-2102-HBWRVJ,M5J,10,Spadina-Fort York
450440,STR-2102-HKCRVK,M5A,13,Toronto Centre
450441,STR-2102-HSJRVL,M5T,10,Spadina-Fort York
450442,STR-2102-FFZDVB,M5G,11,University-Rosedale
450443,STR-2102-FPGDVC,M5J,10,Spadina-Fort York
450444,STR-2102-FWMDVD,M5J,10,Spadina-Fort York
450445,STR-2102-GDTDVF,M6E,9,Davenport
450446,STR-2102-GVGDVH,M4Y,13,Toronto Centre
450447,STR-2102-HCMDVJ,M5V,10,Spadina-Fort York
450448,STR-2102-HKTDVK,M6G,11,University-Rosedale
450449,STR-2102-HSZDVL,M6K,9,Davenport
450450,STR-2102-JBGDVM,M4K,14,Toronto-Danforth
450451,STR-2102-FGQRVB,M6H,9,Davenport
450452,STR-2102-FPWRVC,M6G,12,Toronto-St. Paul's
450453,STR-2102-FXCRVD,M6G,11,University-Rosedale
450454,STR-2102-GFJRVF,M5J,10,Spadina-Fort York
450455,STR-2102-GMQRVG,M5V,10,Spadina-Fort York
450456,STR-2102-GVWRVH,M5B,13,Toronto Centre
450457,STR-2102-HDCRVJ,M5B,13,Toronto Centre
450458,STR-2102-HTQRVL,M6G,11,University-Rosedale
450459,STR-2102-FHGDVB,M5V,10,Spadina-Fort York
450460,STR-2102-FQMDVC,M5E,10,Spadina-Fort York
450461,STR-2102-FXTDVD,M5H,10,Spadina-Fort York
450462,STR-2102-GFZDVF,M5V,10,Spadina-Fort York
450463,STR-2102-GPGDVG,M5V,10,Spadina-Fort York
450464,STR-2102-GWMDVH,M6K,4,Parkdale-High Park
450465,STR-2102-HDTDVJ,M5V,10,Spadina-Fort York
450466,STR-2102-HLZDVK,M8V,3,Etobicoke-Lakeshore
450467,STR-2102-FHWRVB,M5J,10,Spadina-Fort York
450468,STR-2102-FYJRVD,M8Z,3,Etobicoke-Lakeshore
450469,STR-2102-GGQRVF,M9R,1,Etobicoke North
450470,STR-2102-GPWRVG,M5J,10,Spadina-Fort York
450471,STR-2102-GXCRVH,M5V,10,Spadina-Fort York
450472,STR-2102-HFJRVJ,M5V,10,Spadina-Fort York
450473,STR-2102-HMQRVK,M5V,10,Spadina-Fort York
450474,STR-2102-HVWRVL,M5V,10,Spadina-Fort York
450475,STR-2102-FJMDVB,M5V,10,Spadina-Fort York
450476,STR-2102-FRTDVC,M5V,10,Spadina-Fort York
450477,STR-2102-FYZDVD,M5A,13,Toronto Centre
450478,STR-2102-GXTDVH,M5V,10,Spadina-Fort York
450479,STR-2102-HFZDVJ,M2M,18,Willowdale
450480,STR-2102-HWMDVL,M5B,13,Toronto Centre
450481,STR-2102-JDTDVM,M6R,4,Parkdale-High Park
450482,STR-2102-FKCRVB,M9V,1,Etobicoke North
450483,STR-2102-FZQRVD,M4S,12,Toronto-St. Paul's
450484,STR-2102-GHWRVF,M6S,4,Parkdale-High Park
450485,STR-2102-GRCRVG,M5V,10,Spadina-Fort York
450486,STR-2102-GYJRVH,M6R,4,Parkdale-High Park
450487,STR-2102-HGQRVJ,M5B,13,Toronto Centre
450488,STR-2102-HPWRVK,M3B,16,Don Valley East
450489,STR-2102-HXCRVL,M5R,11,University-Rosedale
450490,STR-2102-FSZDVC,M2N,18,Willowdale
450491,STR-2102-GBGDVD,M1M,20,Scarborough Southwest
450492,STR-2102-GYZDVH,M5H,10,Spadina-Fort York
450493,STR-2102-HQMDVK,M4L,19,Beaches-East York
450494,STR-2102-HXTDVL,M4J,14,Toronto-Danforth
450495,STR-2102-JFZDVM,M5V,10,Spadina-Fort York
450496,STR-2102-FLJRVB,M5J,10,Spadina-Fort York
450497,STR-2102-FTQRVC,M5R,11,University-Rosedale
450498,STR-2102-GBWRVD,M6J,10,Spadina-Fort York
450499,STR-2102-GKCRVF,M6K,10,Spadina-Fort York
450500,STR-2102-GZQRVH,M6H,9,Davenport
450501,STR-2102-HYJRVL,M5T,10,Spadina-Fort York
450502,STR-2102-FMBKVC,M5V,10,Spadina-Fort York
450503,STR-2102-FVHKVD,M5J,10,Spadina-Fort York
450504,STR-2102-GCPKVF,M5J,10,Spadina-Fort York
450505,STR-2102-HBHKVJ,M5V,10,Spadina-Fort York
450506,STR-2102-HJPKVK,M5V,10,Spadina-Fort York
450507,STR-2102-HZBKVM,M1W,22,Scarborough-Agincourt
450508,STR-2102-FMRXVC,M5J,10,Spadina-Fort York
450509,STR-2102-FVXXVD,M1N,20,Scarborough Southwest
450510,STR-2102-GLKXVG,M5A,13,Toronto Centre
450511,STR-2102-GTRXVH,M5V,10,Spadina-Fort York
450512,STR-2102-HBXXVJ,M4C,19,Beaches-East York
450513,STR-2102-HKDXVK,M5A,10,Spadina-Fort York
450514,STR-2102-HSKXVL,M5V,10,Spadina-Fort York
450515,STR-2102-HZRXVM,M5B,13,Toronto Centre
450516,STR-2102-FGBKVB,M6M,5,York South-Weston
450517,STR-2102-FPHKVC,M6G,11,University-Rosedale
450518,STR-2102-FWPKVD,M5V,10,Spadina-Fort York
450519,STR-2102-GDVKVF,M6G,11,University-Rosedale
450520,STR-2102-GMBKVG,M9C,2,Etobicoke Centre
450521,STR-2102-GVHKVH,M4L,14,Toronto-Danforth
450522,STR-2102-HCPKVJ,M5V,10,Spadina-Fort York
450523,STR-2102-JBHKVM,M5A,13,Toronto Centre
450524,STR-2102-FGRXVB,M5V,10,Spadina-Fort York
450525,STR-2102-FXDXVD,M5J,10,Spadina-Fort York
450526,STR-2102-GMRXVG,M5V,10,Spadina-Fort York
450527,STR-2102-HDDXVJ,M5V,10,Spadina-Fort York
450528,STR-2102-HLKXVK,M5A,13,Toronto Centre
450529,STR-2102-HTRXVL,M5R,11,University-Rosedale
450530,STR-2102-JBXXVM,M5V,10,Spadina-Fort York
450531,STR-2102-FHHKVB,M5V,10,Spadina-Fort York
450532,STR-2102-GGBKVF,M5S,11,University-Rosedale
450533,STR-2102-HDVKVJ,M5V,10,Spadina-Fort York
450534,STR-2102-HVHKVL,M8V,3,Etobicoke-Lakeshore
450535,STR-2102-JCPKVM,M2N,18,Willowdale
450536,STR-2102-FHXXVB,M6A,8,Eglinton-Lawrence
450537,STR-2102-FRDXVC,M5V,10,Spadina-Fort York
450538,STR-2102-FYKXVD,M3H,6,York Centre
450539,STR-2102-GGRXVF,M6N,5,York South-Weston
450540,STR-2103-GPXXVG,M9C,2,Etobicoke Centre
450541,STR-2103-GXDXVH,M4Y,13,Toronto Centre
450542,STR-2103-HFKXVJ,M1S,23,Scarborough North
450543,STR-2103-HMRXVK,M5V,10,Spadina-Fort York
450544,STR-2103-JDDXVM,M5R,11,University-Rosedale
450545,STR-2103-FJPKVB,M5J,10,Spadina-Fort York
450546,STR-2103-FZBKVD,M4C,19,Beaches-East York
450547,STR-2103-GHHKVF,M6S,4,Parkdale-High Park
450548,STR-2103-GQPKVG,M6E,9,Davenport
450549,STR-2103-GXVKVH,M8Z,3,Etobicoke-Lakeshore
450550,STR-2103-HGBKVJ,M3A,16,Don Valley East
450551,STR-2103-HPHKVK,M6A,8,Eglinton-Lawrence
450552,STR-2103-HWPKVL,M5B,13,Toronto Centre
450553,STR-2103-JDVKVM,M1K,20,Scarborough Southwest
450554,STR-2103-FKDXVB,M1S,23,Scarborough North
450555,STR-2103-GRDXVG,M5V,10,Spadina-Fort York
450556,STR-2103-GYKXVH,M8V,3,Etobicoke-Lakeshore
450557,STR-2103-HGRXVJ,M2H,17,Don Valley North
450558,STR-2103-HXDXVL,M5J,10,Spadina-Fort York
450559,STR-2103-JFKXVM,M5A,13,Toronto Centre
450560,STR-2103-FKVKVB,M5V,10,Spadina-Fort York
450561,STR-2103-FTBKVC,M5V,10,Spadina-Fort York
450562,STR-2103-GBHKVD,M2N,18,Willowdale
450563,STR-2103-GRVKVG,M8V,3,Etobicoke-Lakeshore
450564,STR-2103-HXVKVL,M1R,21,Scarborough Centre
450565,STR-2103-JGBKVM,M4W,11,University-Rosedale
450566,STR-2103-FTRXVC,M4P,15,Don Valley West
450567,STR-2103-GBXXVD,M6P,4,Parkdale-High Park
450568,STR-2103-GKDXVF,M5J,10,Spadina-Fort York
450569,STR-2103-GSKXVG,M8Y,3,Etobicoke-Lakeshore
450570,STR-2103-GZRXVH,M5V,10,Spadina-Fort York
450571,STR-2103-HHXXVJ,M6J,10,Spadina-Fort York
450572,STR-2103-HRDXVK,M6M,5,York South-Weston
450573,STR-2103-HYKXVL,M5S,13,Toronto Centre
450574,STR-2103-JGRXVM,M5V,10,Spadina-Fort York
450575,STR-2103-FDWRVB,M1H,24,Scarborough-Guildwood
450576,STR-2103-FMCRVC,M6M,5,York South-Weston
450577,STR-2103-FVJRVD,M5V,10,Spadina-Fort York
450578,STR-2103-GKWRVG,M5A,10,Spadina-Fort York
450579,STR-2103-GTCRVH,M5J,10,Spadina-Fort York
450580,STR-2103-HBJRVJ,M8Y,3,Etobicoke-Lakeshore
450581,STR-2103-HJQRVK,M6N,9,Davenport
450582,STR-2103-HRWRVL,M9C,2,Etobicoke Centre
450583,STR-2103-HZCRVM,M5G,11,University-Rosedale
450584,STR-2103-FFMDVB,M9P,2,Etobicoke Centre
450585,STR-2103-FMTDVC,M4Y,13,Toronto Centre
450586,STR-2103-FVZDVD,M5V,10,Spadina-Fort York
450587,STR-2103-GDGDVF,M5R,11,University-Rosedale
450588,STR-2103-GLMDVG,M1S,23,Scarborough North
450589,STR-2103-GTTDVH,M5V,10,Spadina-Fort York
450590,STR-2103-HBZDVJ,M5J,10,Spadina-Fort York
450591,STR-2103-HKGDVK,M2N,18,Willowdale
450592,STR-2108-HBGHHJ,M5A,13,Toronto Centre
450593,STR-2108-HJMHHK,M3C,16,Don Valley East
450594,STR-2108-HRTHHL,M6G,11,University-Rosedale
450595,STR-2108-HYZHHM,M6G,12,Toronto-St. Paul's
450596,STR-2108-FFJVHB,M2N,18,Willowdale
450597,STR-2108-FMQVHC,M2L,15,Don Valley West
450598,STR-2108-FVWVHD,M5V,10,Spadina-Fort York
450599,STR-2108-GDCVHF,M4H,15,Don Valley West
450600,STR-2108-GLJVHG,M5B,13,Toronto Centre
450601,STR-2108-GTQVHH,M6E,9,Davenport
450602,STR-2108-HBWVHJ,M6N,9,Davenport
450603,STR-2108-HKCVHK,M4G,15,Don Valley West
450604,STR-2108-HSJVHL,M6M,5,York South-Weston
450605,STR-2108-HZQVHM,M4C,19,Beaches-East York
450606,STR-2108-FFZHHB,M1M,20,Scarborough Southwest
450607,STR-2108-FPGHHC,M1T,22,Scarborough-Agincourt
450608,STR-2108-FWMHHD,M6K,9,Davenport
450609,STR-2108-GDTHHF,M5J,10,Spadina-Fort York
450610,STR-2108-GLZHHG,M4Y,13,Toronto Centre
450611,STR-2108-GVGHHH,M6J,9,Davenport
450612,STR-2108-HCMHHJ,M6J,10,Spadina-Fort York
450613,STR-2108-HKTHHK,M3J,6,York Centre
450614,STR-2108-HSZHHL,M4B,19,Beaches-East York
450615,STR-2108-JBGHHM,M5V,10,Spadina-Fort York
450616,STR-2108-FGQVHB,M6A,8,Eglinton-Lawrence
450617,STR-2108-FPWVHC,M1P,21,Scarborough Centre
450618,STR-2108-GFJVHF,M6H,9,Davenport
450619,STR-2108-GMQVHG,M5V,10,Spadina-Fort York
450620,STR-2108-GVWVHH,M6E,12,Toronto-St. Paul's
450621,STR-2108-HDCVHJ,M6M,5,York South-Weston
450622,STR-2108-HLJVHK,M4L,19,Beaches-East York
450623,STR-2108-JBWVHM,M5V,10,Spadina-Fort York
450624,STR-2108-FHGHHB,M6N,9,Davenport
450625,STR-2108-FQMHHC,M4M,14,Toronto-Danforth
450626,STR-2108-FXTHHD,M2P,15,Don Valley West
450627,STR-2108-GFZHHF,M5V,10,Spadina-Fort York
450628,STR-2108-GPGHHG,M9B,3,Etobicoke-Lakeshore
450629,STR-2108-GWMHHH,M5V,10,Spadina-Fort York
450630,STR-2108-HDTHHJ,M6N,5,York South-Weston
450631,STR-2108-HLZHHK,M5V,10,Spadina-Fort York
450632,STR-2108-HVGHHL,M5V,10,Spadina-Fort York
450633,STR-2108-FHWVHB,M5H,10,Spadina-Fort York
450634,STR-2108-FRCVHC,M5V,10,Spadina-Fort York
450635,STR-2108-FYJVHD,M5V,10,Spadina-Fort York
450636,STR-2108-GGQVHF,M5V,10,Spadina-Fort York
450637,STR-2108-GPWVHG,M5A,13,Toronto Centre
450638,STR-2108-HFJVHJ,M8Y,3,Etobicoke-Lakeshore
450639,STR-2108-HVWVHL,M1N,20,Scarborough Southwest
450640,STR-2108-FJMHHB,M5M,8,Eglinton-Lawrence
450641,STR-2108-FRTHHC,M5J,10,Spadina-Fort York
450642,STR-2108-FYZHHD,M9P,2,Etobicoke Centre
450643,STR-2108-GHGHHF,M4B,19,Beaches-East York
450644,STR-2108-GQMHHG,M1V,23,Scarborough North
450645,STR-2108-GXTHHH,M5J,10,Spadina-Fort York
450646,STR-2108-HFZHHJ,M5J,10,Spadina-Fort York
450647,STR-2108-HPGHHK,M6N,5,York South-Weston
450648,STR-2108-FKCVHB,M2K,17,Don Valley North
450649,STR-2108-FSJVHC,M5J,10,Spadina-Fort York
450650,STR-2108-FZQVHD,M5J,10,Spadina-Fort York
450651,STR-2108-GHWVHF,M4B,19,Beaches-East York
450652,STR-2108-GRCVHG,M5V,10,Spadina-Fort York
450653,STR-2108-HXCVHL,M1K,20,Scarborough Southwest
450654,STR-2108-JFJVHM,M5R,11,University-Rosedale
450655,STR-2108-FKTHHB,M9N,5,York South-Weston
450656,STR-2108-FSZHHC,M4C,19,Beaches-East York
450657,STR-2108-GBGHHD,M5V,10,Spadina-Fort York
450658,STR-2108-GJMHHF,M5V,10,Spadina-Fort York
450659,STR-2108-GRTHHG,M5J,10,Spadina-Fort York
450660,STR-2108-HQMHHK,M5R,11,University-Rosedale
450661,STR-2108-HXTHHL,M5A,13,Toronto Centre
450662,STR-2108-FTQVHC,M5V,10,Spadina-Fort York
450663,STR-2108-GBWVHD,M8Y,3,Etobicoke-Lakeshore
450664,STR-2108-GKCVHF,M5V,10,Spadina-Fort York
450665,STR-2108-GSJVHG,M2N,18,Willowdale
450666,STR-2108-GZQVHH,M5V,10,Spadina-Fort York
450667,STR-2108-HRCVHK,M4T,12,Toronto-St. Paul's
450668,STR-2108-JGQVHM,M3J,7,Humber River-Black Creek
